area,food_group,ssr_645,ssr_664
Turkey,Grains (Starchy staples),754.2099175,1808.590767
Turkey,"Legumes, Nuts & Seeds",62.8787129,197.3104579
Turkey,Meats,134.7943728,174.3460065
Turkey,Miscellaneous,,
Turkey,Spices,13.66804326,18.3439528
Turkey,Sugars,88.777165,313.8585519
Turkey,Vegetables,413.9334432,98.2985469
Turkmenistan,Alcohol,21.20213519,13.98685446
Turkmenistan,Dairy,383.1356607,227.8935855
Turkmenistan,Fats & Oils,24.42742541,212.1232877
Turkmenistan,Fruits,317.7258623,101.7297534
Turkmenistan,Grains (Starchy staples),501.8585318,1297.61646
Turkmenistan,"Legumes, Nuts & Seeds",0.740753164,1.619011407
Turkmenistan,Meats,185.8603028,391.0470813
Turkmenistan,Spices,0,0
Turkmenistan,Sugars,17.28213135,62.15735294
Turkmenistan,Vegetables,244.7334316,60.24063745
Uganda,Alcohol,215.2579269,86.25215894
Uganda,Dairy,104.9758191,65.97165265
Uganda,Fats & Oils,12.10896832,106.6561384
Uganda,Fruits,50.07158174,27.63171729
Uganda,Grains (Starchy staples),846.3391755,1199.477318
Uganda,"Legumes, Nuts & Seeds",89.47928407,329.4525899
Uganda,Meats,80.58790005,116.761139
Uganda,Miscellaneous,,
Uganda,Spices,23.82824751,20.54482759
Uganda,Sugars,40.00114325,100.1081385
Uganda,Vegetables,68.61596687,17.53197722
Ukraine,Alcohol,222.6666229,188.5093089
Ukraine,Dairy,465.3736503,276.7149097
Ukraine,Fats & Oils,162.6337648,1367.654443
Ukraine,Fruits,226.1896738,74.22053655
Ukraine,Grains (Starchy staples),1075.209212,1883.171555
Ukraine,"Legumes, Nuts & Seeds",13.85292516,45.57305466
Ukraine,Meats,199.0555516,273.7288874
Ukraine,Miscellaneous,,
Ukraine,Spices,0.57077502,0.689580514
Ukraine,Sugars,129.0900438,436.7205377
Ukraine,Vegetables,306.2180176,83.57955779
United Arab Emirates,Alcohol,0,0
United Arab Emirates,Dairy,44.19271498,27.49804211
United Arab Emirates,Fats & Oils,23.9722321,204.790128
United Arab Emirates,Fruits,100.4594642,48.81826098
United Arab Emirates,Grains (Starchy staples),14.11864081,41.97578056
United Arab Emirates,"Legumes, Nuts & Seeds",0.103423379,0.299870745
United Arab Emirates,Meats,70.93515564,82.42655354
United Arab Emirates,Miscellaneous,,
United Arab Emirates,Spices,0,0
United Arab Emirates,Sugars,0,0
United Arab Emirates,Vegetables,31.21446473,10.46676326
United Kingdom,Alcohol,235.8331947,139.6682726
United Kingdom,Dairy,530.5984296,281.7885814
United Kingdom,Fats & Oils,35.22509897,305.5733009
United Kingdom,Fruits,21.19017979,7.48801862
United Kingdom,Grains (Starchy staples),540.5469542,981.4421126
United Kingdom,"Legumes, Nuts & Seeds",18.66296216,60.66847826
United Kingdom,Meats,211.0290518,355.5440696
United Kingdom,Miscellaneous,,
United Kingdom,Spices,0,0
United Kingdom,Sugars,92.6644922,325.9690969
United Kingdom,Vegetables,99.04744171,29.01710914
United Republic of Tanzania,Alcohol,185.2191429,64.00212605
United Republic of Tanzania,Dairy,105.5916495,55.67048346
United Republic of Tanzania,Fats & Oils,12.79420757,111.8327366
United Republic of Tanzania,Fruits,205.4566827,99.55179726
United Republic of Tanzania,Grains (Starchy staples),741.8660777,1309.336857
United Republic of Tanzania,"Legumes, Nuts & Seeds",124.8934318,396.3437179
United Republic of Tanzania,Meats,52.53030962,71.73706535
United Republic of Tanzania,Miscellaneous,,
United Republic of Tanzania,Spices,6.776532082,10.14342105
United Republic of Tanzania,Sugars,45.87670909,103.0196822
United Republic of Tanzania,Vegetables,101.4069299,25.12941176
United States of America,Alcohol,228.6482348,141.4577941
United States of America,Dairy,721.5487794,384.6687474
United States of America,Fats & Oils,95.96584925,779.1397724
United States of America,Fruits,309.0171602,103.5261481
United States of America,Grains (Starchy staples),533.7144055,1065.585452
United States of America,"Legumes, Nuts & Seeds",62.11282732,224.907215
United States of America,Meats,448.8462232,554.2260298
United States of America,Miscellaneous,,
United States of America,Spices,0.03827304,0.048359133
United States of America,Sugars,169.7452705,581.4511153
United States of America,Vegetables,187.7838146,46.22046125
Uruguay,Alcohol,139.5701541,82.90415704
Uruguay,Dairy,1171.006081,651.7792148
Uruguay,Fats & Oils,68.79428435,586.5017241
Uruguay,Fruits,291.1339468,104.2962842
Uruguay,Grains (Starchy staples),1228.099537,2631.674767
Uruguay,"Legumes, Nuts & Seeds",252.6785539,607.3664303
Uruguay,Meats,585.4029218,987.2913237
Uruguay,Miscellaneous,,
Uruguay,Spices,0,0
Uruguay,Sugars,83.93568853,294.0684211
Uruguay,Vegetables,95.75236911,29.03067485
Uzbekistan,Alcohol,33.02832243,39.92902077
Uzbekistan,Dairy,365.1989695,221.0828758
Uzbekistan,Fats & Oils,22.80753598,191.0025189
Uzbekistan,Fruits,462.6386141,158.8792551
Uzbekistan,Grains (Starchy staples),536.8470901,1270.303959
Uzbekistan,"Legumes, Nuts & Seeds",3.495712792,11.05140698
Uzbekistan,Meats,108.8067848,222.7415946
Uzbekistan,Miscellaneous,,
Uzbekistan,Spices,0.62059412,0.826966292
Uzbekistan,Sugars,0.201222339,0.715076923
Uzbekistan,Vegetables,473.1609032,134.2597865
Vanuatu,Alcohol,0,0
Vanuatu,Dairy,38.30888454,27.97714286
Vanuatu,Fats & Oils,65.76255706,552.2666667
Vanuatu,Fruits,213.4905063,114.8521739
Vanuatu,Grains (Starchy staples),517.8658119,810.064133
Vanuatu,"Legumes, Nuts & Seeds",505.112915,654.6701774
Vanuatu,Meats,347.8316348,560.4221453
Vanuatu,Miscellaneous,,
Vanuatu,Spices,29.16986301,86.4
Vanuatu,Sugars,0,0
Vanuatu,Vegetables,132.4776793,30.20294118
Venezuela (Bolivarian Republic of),Alcohol,205.1247123,99.62744747
Venezuela (Bolivarian Republic of),Dairy,207.9896676,95.50439771
Venezuela (Bolivarian Republic of),Fats & Oils,15.1558014,130.9721908
Venezuela (Bolivarian Republic of),Fruits,183.4452285,63.68884928
Venezuela (Bolivarian Republic of),Grains (Starchy staples),272.9233914,604.7150828
Venezuela (Bolivarian Republic of),"Legumes, Nuts & Seeds",10.3488687,34.24508887
Venezuela (Bolivarian Republic of),Meats,204.0627649,245.1163649
Venezuela (Bolivarian Republic of),Miscellaneous,,
Venezuela (Bolivarian Republic of),Spices,8.335220127,7.329245283
Venezuela (Bolivarian Republic of),Sugars,105.1303505,379.7889427
Venezuela (Bolivarian Republic of),Vegetables,115.4143452,30.94924807
Viet Nam,Alcohol,42.5131841,39.12923861
Viet Nam,Dairy,11.62381288,7.009864402
Viet Nam,Fats & Oils,5.540477135,45.02197419
Viet Nam,Fruits,192.3369134,85.69900564
Viet Nam,Grains (Starchy staples),662.6203012,2119.461312
Viet Nam,"Legumes, Nuts & Seeds",57.01202561,173.5104781
Viet Nam,Meats,280.5237632,530.0917167
Viet Nam,Spices,53.59040734,125.6463436
Viet Nam,Sugars,57.99116585,100.5318552
Viet Nam,Vegetables,292.9327142,70.68525967
Yemen,Alcohol,1.254794521,0.6
Yemen,Dairy,41.45509562,18.6247531
Yemen,Fats & Oils,3.006034526,26.41263941
Yemen,Fruits,139.2438194,59.10726662
Yemen,Grains (Starchy staples),121.2802715,351.97024
Yemen,"Legumes, Nuts & Seeds",12.81265284,45.99132893
Yemen,Meats,69.8425411,110.173432
Yemen,Miscellaneous,,
Yemen,Spices,2.280398872,4.208088235
Yemen,Sugars,0.97298766,3.423966942
Yemen,Vegetables,63.72192971,17.24869565
Zambia,Alcohol,77.89004964,31.66167576
Zambia,Dairy,16.8011679,9.371153846
Zambia,Fats & Oils,4.09431413,35.54840183
Zambia,Fruits,25.79719871,9.519101124
Zambia,Grains (Starchy staples),723.4742953,1620.623519
Zambia,"Legumes, Nuts & Seeds",47.02222222,189.1111111
Zambia,Meats,64.55554818,84.76782007
Zambia,Miscellaneous,,
Zambia,Spices,2.25728518,3.972727273
Zambia,Sugars,30.52803589,107.0965349
Zambia,Vegetables,65.36229949,18.00999445
Zimbabwe,Alcohol,94.4892638,68.19284823
Zimbabwe,Dairy,73.45989892,42.11268781
Zimbabwe,Fats & Oils,14.67583562,126.168
Zimbabwe,Fruits,48.68762646,19.25586924
Zimbabwe,Grains (Starchy staples),270.646984,731.0617757
Zimbabwe,"Legumes, Nuts & Seeds",18.38135238,73.33105893
Zimbabwe,Meats,60.78705453,90.48002177
Zimbabwe,Miscellaneous,,
Zimbabwe,Spices,6.457080911,13.05323741
Zimbabwe,Sugars,71.36233553,240.1519731
Zimbabwe,Vegetables,35.95045303,9.88011811
